Time,Level,Robot name,Process,Hostname,Host Identity,Message
4/24/2022 6:49:22 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,PayslipReFramework execution started
4/24/2022 6:49:24 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,The primary screen resolution is: 1920 x 1080
4/24/2022 6:49:26 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Get the transaction item
4/24/2022 6:49:26 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Processing Employee ID: 111
4/24/2022 6:49:26 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Started Process
4/24/2022 6:49:26 AM,Error,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Throw - Columns 12: Input has to be digits
4/24/2022 6:49:26 AM,Error,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Invoke 2. readEmpData workflow: Input has to be digits
4/24/2022 6:49:27 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Email not sent to Neha Natesh due to errors in the input data.
4/24/2022 6:49:27 AM,Error,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Business rule exception.Input has to be digits
4/24/2022 6:49:27 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Get the transaction item
4/24/2022 6:49:27 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Processing Employee ID: 112
4/24/2022 6:49:27 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Started Process
4/24/2022 6:49:29 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Audit: Using Word. Document: C:\Users\Neha\.nuget\packages\goeasyprojectinreframework_nehanatesh\1.0.5\lib\net45\Payslip Template.docx
4/24/2022 6:49:49 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Payslip email sent to Simple kapoor
4/24/2022 6:49:49 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Transaction Successful.
4/24/2022 6:49:49 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Get the transaction item
4/24/2022 6:49:49 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Processing Employee ID: 113
4/24/2022 6:49:49 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Started Process
4/24/2022 6:49:51 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Audit: Using Word. Document: C:\Users\Neha\.nuget\packages\goeasyprojectinreframework_nehanatesh\1.0.5\lib\net45\Payslip Template.docx
4/24/2022 6:50:06 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Payslip email sent to Dimple Khanna
4/24/2022 6:50:06 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Transaction Successful.
4/24/2022 6:50:06 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Processing Employee ID: 114
4/24/2022 6:50:06 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Get the transaction item
4/24/2022 6:50:06 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Started Process
4/24/2022 6:50:08 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Audit: Using Word. Document: C:\Users\Neha\.nuget\packages\goeasyprojectinreframework_nehanatesh\1.0.5\lib\net45\Payslip Template.docx
4/24/2022 6:50:22 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Payslip email sent to HSInnings
4/24/2022 6:50:22 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Transaction Successful.
4/24/2022 6:50:22 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Get the transaction item
4/24/2022 6:50:22 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Processing Employee ID: 115
4/24/2022 6:50:22 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Started Process
4/24/2022 6:50:22 AM,Error,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Throw - Columns 16: Input has to be digits
4/24/2022 6:50:22 AM,Error,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Invoke 2. readEmpData workflow: Input has to be digits
4/24/2022 6:50:22 AM,Info,neha.natesh88@gmail.com-unattended,PayslipReFramework,NEHA,NEHA\Neha,Email not sent to HSInningsEmail 2 due to errors in the input data.
